SESSION; TIME;RPM;THROT;WATER;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;SHIF A;
1279 ;30:32,10 ;8844 ;11 ;88;22;0,797 ;50,7 ;50,1 ;47,9 ;47,6 ;0 ;4,61 ;12,1 ;-6 ;1,70 ;27,0 ;0 ;0 ;
1279 ;30:32,20 ;9537 ;12 ;88;24;0,737 ;54,4 ;54,1 ;51,3 ;51,5 ;0 ;4,62 ;12,0 ;-5 ;1,82 ;27,0 ;0 ;0 ;
1279 ;30:32,30 ;10285 ;12 ;88;25;0,758 ;57,6 ;57,7 ;54,7 ;54,4 ;0 ;4,61 ;12,0 ;-5 ;1,99 ;27,0 ;0 ;0 ;
1279 ;30:32,40 ;10720 ;12 ;88;25;0,874 ;60,9 ;60,7 ;57,5 ;55,8 ;0 ;4,59 ;12,0 ;-7 ;2,08 ;27,0 ;0 ;0 ;
1279 ;30:32,50 ;10977 ;13 ;88;28;0,784 ;63,4 ;63,6 ;56,9 ;56,0 ;0 ;4,62 ;12,0 ;-11 ;2,12 ;28,2 ;0 ;0 ;
1279 ;30:32,60 ;11207 ;14 ;88;36;0,755 ;65,0 ;65,9 ;65,5 ;65,9 ;0 ;4,58 ;12,0 ;0 ;2,23 ;31,1 ;0 ;0 ;
1279 ;30:32,70 ;12558 ;53 ;88;71;0,786 ;64,9 ;66,1 ;68,7 ;67,4 ;0 ;4,51 ;12,0 ;2 ;4,69 ;44,0 ;0 ;0 ;
1279 ;30:32,80 ;12303 ;100 ;88;83;0,848 ;63,1 ;63,6 ;65,5 ;66,2 ;0 ;4,57 ;12,0 ;3 ;5,60 ;44,0 ;0 ;0 ;
1279 ;30:32,90 ;11874 ;100 ;88;83;0,928 ;60,8 ;60,7 ;62,9 ;63,1 ;0 ;4,58 ;11,9 ;3 ;5,56 ;44,0 ;0 ;0 ;
1279 ;30:33,00 ;11268 ;100 ;88;84;0,989 ;58,7 ;58,1 ;60,4 ;60,6 ;0 ;4,56 ;12,0 ;2 ;5,64 ;44,1 ;0 ;0 ;
1279 ;30:33,10 ;10952 ;100 ;88;84;0,985 ;56,0 ;55,0 ;58,7 ;58,2 ;0 ;4,61 ;12,0 ;4 ;5,64 ;44,0 ;0 ;0 ;
1279 ;30:33,20 ;10324 ;100 ;88;85;1,005 ;53,0 ;51,7 ;54,5 ;55,5 ;0 ;4,58 ;12,0 ;3 ;5,82 ;41,8 ;0 ;0 ;
1279 ;30:33,30 ;9847 ;100 ;88;85;0,971 ;50,0 ;48,9 ;51,9 ;52,3 ;0 ;4,55 ;12,0 ;4 ;5,80 ;40,3 ;0 ;0 ;
