SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;
2230 ;2:30,80 ;8047 ;11 ;91;43;28;0,888 ;42,6 ;42,4 ;43,2 ;6,7 ;0 ;4,70 ;12,0 ;-62 ;1,61 ;27,8 ;0 ;
2230 ;2:30,90 ;8116 ;11 ;91;43;27;0,887 ;43,3 ;43,0 ;43,8 ;10,3 ;0 ;4,73 ;11,9 ;-57 ;1,64 ;27,6 ;0 ;
2230 ;2:31,00 ;8270 ;10 ;91;43;26;0,876 ;43,9 ;43,6 ;44,4 ;10,3 ;0 ;4,66 ;11,8 ;-57 ;1,72 ;27,3 ;0 ;
2230 ;2:31,10 ;8385 ;10 ;92;43;26;0,873 ;44,4 ;44,4 ;44,5 ;17,1 ;0 ;4,67 ;11,9 ;-46 ;1,78 ;27,3 ;0 ;
2230 ;2:31,20 ;8569 ;10 ;92;43;25;0,866 ;45,2 ;45,2 ;45,8 ;2,0 ;0 ;4,67 ;12,0 ;-71 ;1,85 ;27,0 ;0 ;
2230 ;2:31,30 ;8664 ;10 ;92;43;25;0,866 ;46,1 ;46,3 ;46,3 ;1,7 ;0 ;4,63 ;11,8 ;-72 ;1,85 ;27,0 ;0 ;
2230 ;2:31,40 ;8773 ;10 ;92;43;25;0,927 ;46,9 ;47,1 ;47,2 ;25,7 ;0 ;4,68 ;11,8 ;-34 ;1,85 ;27,0 ;0 ;
2230 ;2:31,50 ;8920 ;10 ;92;43;26;0,946 ;47,3 ;47,8 ;48,0 ;2,7 ;0 ;4,71 ;12,0 ;-70 ;1,85 ;27,4 ;0 ;
2230 ;2:31,60 ;9137 ;10 ;92;43;27;0,913 ;49,3 ;49,1 ;49,3 ;58,0 ;0 ;4,70 ;12,0 ;4 ;1,85 ;27,8 ;0 ;
2230 ;2:31,70 ;9375 ;10 ;92;43;26;0,919 ;50,4 ;50,6 ;50,1 ;50,5 ;0 ;4,73 ;12,0 ;0 ;1,85 ;27,4 ;0 ;
2230 ;2:31,80 ;9323 ;9 ;92;43;25;0,898 ;52,1 ;52,1 ;50,8 ;16,5 ;0 ;4,69 ;12,0 ;-52 ;1,85 ;27,0 ;0 ;
2230 ;2:31,90 ;8589 ;10 ;92;43;28;0,889 ;53,9 ;54,0 ;51,3 ;3,2 ;0 ;4,69 ;12,0 ;-71 ;1,85 ;28,2 ;0 ;
2230 ;2:32,00 ;7802 ;9 ;92;42;30;0,886 ;55,5 ;55,6 ;55,1 ;217,8 ;0 ;4,68 ;12,0 ;72 ;1,63 ;28,3 ;0 ;
2230 ;2:32,10 ;7763 ;9 ;92;42;29;0,886 ;56,8 ;56,6 ;57,2 ;21,2 ;0 ;4,66 ;11,7 ;-46 ;1,61 ;28,0 ;0 ;
2230 ;2:32,20 ;7928 ;10 ;92;42;28;0,988 ;57,6 ;57,3 ;58,1 ;1067,7 ;0 ;4,68 ;11,8 ;439 ;1,60 ;27,8 ;0 ;
2230 ;2:32,30 ;8074 ;10 ;92;42;27;1,019 ;58,5 ;58,5 ;59,4 ;59,6 ;0 ;4,65 ;11,9 ;1 ;1,62 ;27,6 ;0 ;
2230 ;2:32,40 ;8155 ;10 ;92;42;27;0,898 ;59,4 ;59,4 ;59,3 ;6,7 ;0 ;4,70 ;11,9 ;-66 ;1,73 ;27,6 ;0 ;
